,Gene1,Gene2,weights_combined
47362,TCF12,RMND5A,23590.524826933546
3743,E2F4,SLPI,23589.217740668595
12659,GATA1,NFIA,23588.071168627288
26204,HNF4A,DHX33,23586.810894578706
21364,HCFC1,ANLN,23586.710951793062
33482,MEIS1,SLC26A11,23586.65804269307
13038,GATA1,RTP4,23584.761907052824
46347,TCF12,F2RL3,23584.703835973072
40795,SATB1,SEC23A,23582.48521200837
24341,HDAC2,HECTD3,23581.670129587932
47763,TCF12,TNFAIP2,23579.12877745743
40504,SATB1,NOP2,23578.617087942195
52290,EGR1,TEC,23577.77005776993
26014,HNF4A,BYSL,23576.337410058488
57881,MYCN,D10WSU102E,23575.685827091336
49306,BTAF1,GPSM1,23574.319977478874
19351,GTF2F1,ABCE1,23573.089542433394
48720,BTAF1,ALS2CL,23572.620716957175
10387,FOS,THEMIS2,23571.845383816326
49176,BTAF1,FAM160B2,23570.543842986204
41375,SPI1,ASPM,23570.457062835165
50586,BTAF1,ZRANB1,23569.89313409595
20473,GTF2F1,P2RX1,23569.517093029128
20116,GTF2F1,INSL6,23569.291803427055
50816,EGR1,CCNE1,23568.63250525853
46875,TCF12,MLKL,23568.452832334173
47462,TCF12,SFT2D3,23563.43510274028
13061,GATA1,SDC1,23561.610797917867
27755,IKZF1,CDC20,23560.87759305883
51772,EGR1,PDE4D,23560.34896387234
47918,TCF12,WDR55,23559.703652911812
3705,E2F4,SLC25A45,23559.56306793492
3732,E2F4,SLC43A3,23558.265254922786
10114,FOS,RRM1,23557.6778057276
42261,SPI1,ITGB5,23556.921911532936
4346,ELF1,BTBD10,23556.653552383465
4824,ELF1,GALNS,23555.55360603818
4491,ELF1,CKAP2L,23555.48558304051
47667,TCF12,TANGO2,23555.0486294416
2024,CBFB,VDR,23554.77676902368
2738,E2F4,FNDC3A,23554.272529644993
17080,GFI1,NAPRT,23553.81524234311
46901,TCF12,MTMR1,23553.070554093934
47688,TCF12,TCN2,23552.37698921354
42188,SPI1,IFI209,23551.710697926057
33320,MEIS1,RALGDS,23551.413845579948
11761,GATA1,CDC7,23549.734505342767
8840,FOS,CD82,23547.771096476452
9974,FOS,PRPS1,23547.75785221275
52741,IRF8,CEP55,23547.69722205434
2492,E2F4,CPT1A,23545.989220365325
19783,GTF2F1,DUSP1,23545.823063737073
32512,MEIS1,ERCC8,23545.421627656382
33953,MYB,ARHGAP15,23544.23398261346
47940,TCF12,YBX3,23544.11790538269
49253,BTAF1,GATM,23543.841177645172
23596,HDAC2,ATG16L2,23542.77290665166
17895,GFI1,TRIM16,23542.594189516978
29953,JUN,CCNE1,23542.03001628321
7971,ESR1,RUNX2,23541.95073540037
5301,ELF1,NARF,23541.244172464678
45877,TCF12,ARVCF,23541.048173067666
26342,HNF4A,FOXO1,23540.190228802654
51260,EGR1,GRINA,23540.13125843596
6111,ELF1,TRMT12,23539.87502872436
46070,TCF12,CHST10,23538.587079321154
22209,HCFC1,KIF22,23537.30933265005
49138,BTAF1,ENG,23535.906237887582
46586,TCF12,HMGB3,23533.84182164456
47401,TCF12,RTP4,23533.252645355857
9742,FOS,NOC4L,23532.58938619548
16370,GFI1,CYBC1,23531.488547238838
4396,ELF1,CCDC93,23527.86969328467
27726,IKZF1,CCR7,23523.162545234016
27794,IKZF1,CHST11,23521.93161567201
50368,BTAF1,TMEM50B,23521.92611139307
76,CBFB,AMPD3,23521.925730660732
52353,EGR1,TNFRSF1B,23520.105980399036
45759,TCF12,ABHD16A,23519.664435454197
24818,HDAC2,NR2C1,23517.471761214867
32191,MEIS1,BLZF1,23515.05197772559
52659,IRF8,BID,23514.89544427914
12082,GATA1,FAM91A1,23512.552767486784
33559,MEIS1,SPTY2D1,23510.833318555266
10574,FOS,VLDLR,23509.557611612938
42248,SPI1,IRF6,23508.845495447986
3921,E2F4,TMEM43,23507.3650995054
8080,ESR1,SLC34A2,23507.194904229
52698,IRF8,CCL4,23504.88502546049
24013,HDAC2,EAF1,23504.71116912999
46306,TCF12,EMB,23504.363544929518
5235,ELF1,MIS12,23503.615876371066
10301,FOS,SSR1,23502.2959710274
13004,GATA1,RNASEL,23501.47691827799
51376,EGR1,IL6ST,23499.62437452911
50092,BTAF1,SEC24D,23499.621631271406
46388,TCF12,FECH,23497.790602249228
46923,TCF12,MYO1G,23497.243889116464
51828,EGR1,PLD3,23495.412963443832
51206,EGR1,GBE1,23494.714726880087
8696,FOS,ARMC8,23494.57645732521
52863,IRF8,DPP8,23493.94700026482
6212,ELF1,VOPP1,23493.215594216806
9726,FOS,NFAT5,23493.02309439641
6064,ELF1,TMEM8,23492.807456230792
13512,GATA1,WARS,23492.656032381172
27205,HNF4A,SPTLC1,23491.982132589983
34031,MYB,CD84,23489.262913646864
49958,BTAF1,PSTPIP1,23489.026539625673
24954,HDAC2,PIGO,23488.98253579006
51428,EGR1,KCTD12,23488.93090904495
49865,BTAF1,PLBD2,23488.573066331686
53213,IRF8,METAP1,23487.590788385933
20448,GTF2F1,NUP85,23486.344463175174
13296,GATA1,TCEA2,23485.420024349656
17585,GFI1,SH2D4A,23484.902904673607
28043,IKZF1,ESCO2,23484.22889475268
48903,BTAF1,CDCP1,23483.251076781078
9450,FOS,JAM3,23482.69635278206
23409,HCFC1,ZFP74,23479.880338606752
51567,EGR1,MICU1,23479.59176592459
41065,SATB1,TUBA1B,23479.134917235297
40884,SATB1,SMU1,23476.012861812425
26068,HNF4A,CDC6,23475.095881733654
19923,GTF2F1,FOS,23474.713082862556
48809,BTAF1,AXL,23474.073721344426
20269,GTF2F1,MED16,23471.741405730485
47802,TCF12,TRPC6,23469.814459675654
16671,GFI1,GPR146,23469.268272708752
45950,TCF12,C1RL,23468.809498318344
29895,JUN,BUB1,23466.993112516728
49082,BTAF1,DPY19L1,23466.322530988487
4944,ELF1,HGFAC,23464.700932513035
20615,GTF2F1,PRIM1,23464.65229291866
42137,SPI1,HIF3A,23463.633549383103
19644,GTF2F1,CLN5,23461.70636316968
26694,HNF4A,MTUS1,23461.33276285649
3359,E2F4,PDIA4,23460.002016436683
47545,TCF12,SLC44A2,23458.977508419448
4742,ELF1,FAAH,23458.930556093743
11904,GATA1,CYB5R1,23458.767547232324
20478,GTF2F1,PACS1,23457.125474594246
46222,TCF12,DENND1C,23456.735807645306
18072,GFI1,ZFP445,23455.756495369253
12703,GATA1,NUP155,23455.67554885729
17381,GFI1,PRUNE2,23455.160207537912
29032,IKZF1,REL,23454.383695586836
41142,SATB1,WDR5,23453.636665528127
50772,EGR1,BUB1B,23450.859606222668
46198,TCF12,DAPP1,23450.787427217005
12538,GATA1,MICU1,23450.71051300508
20228,GTF2F1,LYRM9,23450.308854920164
8966,FOS,CTC1,23449.773005249757
44406,TAF1,HDGFL3,23448.294001498743
16204,GFI1,CD200R1,23447.406717085818
33494,MEIS1,SLC35E1,23446.831797650662
10142,FOS,SDF2L1,23446.82331851894
57867,MYCN,CPXM1,23446.69904606859
53261,IRF8,NAGA,23446.336900232258
3105,E2F4,MDGA1,23445.51331707165
16205,GFI1,CD244A,23445.504191688462
28063,IKZF1,FAM102A,23445.35687879877
8630,FOS,ALAS1,23443.845251223047
47868,TCF12,UQCR11,23443.59346088105
28028,IKZF1,EPDR1,23441.937043019912
50687,EGR1,APPL1,23441.692731440868
53286,IRF8,NECAP2,23440.556928678492
23032,HCFC1,SPTA1,23440.529692435
3294,E2F4,NUP88,23439.22637043088
2177,E2F4,ADO,23438.04202740887
51168,EGR1,FLNB,23437.56928716677
52595,IRF8,AMPD3,23437.389363720606
43568,SPI1,WDR62,23435.807875425206
9890,FOS,PKM,23435.088900876544
3309,E2F4,OLR1,23434.831181281836
16933,GFI1,LY9,23432.001157572297
10336,FOS,SVIP,23430.32475001818
28807,IKZF1,PDE9A,23430.143716443697
5154,ELF1,LTB4R1,23430.136565910183
10175,FOS,SFXN1,23428.75246671266
1263,CBFB,PALLD,23428.373225429044
46439,TCF12,GALNT6,23428.009482650086
20560,GTF2F1,PLEKHA2,23427.80135086568
45956,TCF12,CADPS2,23427.761780907083
10533,FOS,UBR7,23426.71285010213
45989,TCF12,CCL3,23426.187105540874
6045,ELF1,TMEM177,23426.170969875853
24171,HDAC2,FRMD6,23424.132323350943
49750,BTAF1,NUDT19,23422.074326451155
49425,BTAF1,INTS13,23421.455647273116
10449,FOS,TNPO1,23421.19188417493
11609,GATA1,ARMC8,23419.3514288938
53083,IRF8,ICA1,23418.761692479085
9531,FOS,LRRC8C,23418.28003819756
46218,TCF12,DECR1,23416.50904458228
3018,E2F4,KNL1,23415.95793057934
40487,SATB1,NFATC2,23415.833411344433
9580,FOS,MECOM,23414.212157202535
31823,JUN,TRPS1,23414.07146280268
35336,MYC,CREB5,23413.46648538012
20653,GTF2F1,PTDSS2,23412.827101981387
47367,TCF12,RNF122,23412.45027459342
31480,JUN,SH2D4A,23412.096693850013
3164,E2F4,MTHFD1,23409.06817461599
34625,MYB,RAMP1,23408.231610487826
51452,EGR1,KNSTRN,23407.015481416653
50598,EGR1,ABCC5,23406.357562974692
5683,ELF1,RHD,23401.84623536894
20508,GTF2F1,PDIA3,23401.41242880981
9322,FOS,HDAC7,23399.3596614765
32245,MEIS1,CCNG2,23399.17268926487
5099,ELF1,KMO,23398.831514004156
3706,E2F4,SLC25A46,23393.73554219934
9926,FOS,POMGNT2,23392.30425299722
23754,HDAC2,CD99L2,23391.374677392105
32529,MEIS1,F10,23388.763010792638
32273,MEIS1,CDC6,23386.366436696248
47929,TCF12,XAF1,23385.98688195031
19437,GTF2F1,ARAP1,23384.73241579555
47474,TCF12,SH3BGRL,23384.658139028932
48833,BTAF1,BTK,23379.449522590807
49142,BTAF1,EPDR1,23376.851744352767
11615,GATA1,ASF1B,23376.60089218929
19619,GTF2F1,CHIC1,23375.913937085934
8272,ESR1,TIMM50,23375.45336803582
28813,IKZF1,PDLIM5,23373.887241782842
13374,GATA1,TNFRSF1B,23371.267652388568
22709,HCFC1,PRR5L,23371.076799029754
52361,EGR1,TOPORS,23368.601474559146
22748,HCFC1,RAB11FIP3,23368.146014424543
20987,GTF2F1,TACC3,23367.20059352394
10119,FOS,RUNX2,23367.107987317795
5419,ELF1,OSGIN1,23366.996751095005
51845,EGR1,POGLUT1,23365.953307014224
10433,FOS,TMEM71,23365.456238430044
58049,MYCN,KLHL12,23364.354224542458
23006,HCFC1,SNUPN,23364.134778829895
47414,TCF12,SAMSN1,23364.01750664446
46939,TCF12,NAPRT,23362.488833030526
53813,IRF8,ZFP7,23360.645747494695
53141,IRF8,KAZALD1,23358.24591736021
41740,SPI1,DDX31,23357.017975236202
33246,MEIS1,PRC1,23355.051306194448
19976,GTF2F1,GNA14,23354.228203675193
13578,GATA1,ZNFX1,23354.04211114541
53743,IRF8,UBA6,23353.200300854918
4349,ELF1,BTLA,23350.318090985664
50168,BTAF1,SLC35F6,23349.26067594137
52564,IRF8,ABCB8,23349.15432076728
3629,E2F4,SCARB1,23349.118787485553
46992,TCF12,NGLY1,23345.92820221288
9641,FOS,MT2,23345.31171333514
26165,HNF4A,CTSL,23342.985135875548
28815,IKZF1,PEA15A,23342.42897898495
48731,BTAF1,ANKRD44,23340.816632336995
19943,GTF2F1,GALNT11,23336.151395128098
16005,GFI1,ALDOC,23334.682087292444
23630,HDAC2,BATF2,23334.192732075175
19364,GTF2F1,ACLY,23331.95671729907
26288,HNF4A,EYA1,23331.38654790942
50248,BTAF1,ST6GALNAC4,23330.50475077822
25870,HNF4A,ABCB8,23329.682727461157
45850,TCF12,APPL2,23327.911439006035
20146,GTF2F1,JAM3,23327.74272893272
53821,IRF8,ZKSCAN3,23327.713964280294
2716,E2F4,FCRL1,23327.543532643027
46971,TCF12,NDUFV1,23327.485038148443
53798,IRF8,ZDHHC6,23327.37665287047
28147,IKZF1,GAS6,23326.99921529064
50825,EGR1,CD1D1,23326.223463272803
3793,E2F4,SSH2,23326.05601199113
22975,HCFC1,SLC46A3,23325.24508149176
20507,GTF2F1,PDGFRB,23324.84614833467
5035,ELF1,IPO13,23318.991329612294
45265,TAF1,SLC16A12,23318.56604249207
2528,E2F4,CTSO,23317.029828869814
3897,E2F4,TM7SF3,23315.847258816404
50483,BTAF1,USP25,23315.712081058045
42587,SPI1,NFATC2,23315.56378947172
20763,GTF2F1,SACM1L,23315.43762542915
53789,IRF8,XPR1,23310.927451150736
21264,GTF2F1,ZFR,23310.83742631639
16802,GFI1,IL17RB,23310.608496166158
51365,EGR1,IL12A,23310.2373279826
25113,HDAC2,RAB11FIP3,23310.15556853296
40693,SATB1,PWP2,23309.013677516927
2495,E2F4,CRACR2B,23308.97345957041
3552,E2F4,RBM33,23306.55335743712
9019,FOS,DDX58,23306.26005578288
46789,TCF12,LY86,23305.713824237
10549,FOS,USP10,23304.57046614169
53736,IRF8,TVP23B,23303.803504448446
46631,TCF12,IFITM3,23303.457969077546
25449,HDAC2,SSX2IP,23302.5088089561
17817,GFI1,TIMM29,23302.05237781205
19464,GTF2F1,ATAD2,23301.91810368965
20069,GTF2F1,HSPA4,23300.193029022368
29031,IKZF1,REEP6,23299.589460451345
20046,GTF2F1,HIPK3,23298.045268149297
3211,E2F4,NCEH1,23297.271866838008
53436,IRF8,PSMF1,23296.184131612976
19346,GTF2F1,ABCB10,23295.852449355803
16499,GFI1,EPDR1,23295.28512295197
8978,FOS,CTSH,23292.756582917067
25417,HDAC2,SP4,23292.398608226074
53726,IRF8,TRPS1,23290.147662841326
45987,TCF12,CCDC50,23289.97945566207
46358,TCF12,FAM136A,23289.48051357974
47200,TCF12,POMGNT2,23289.248735520225
46034,TCF12,CDCA4,23288.654251337026
23953,HDAC2,DDX20,23287.03661173352
29327,IKZF1,SYDE1,23285.573768914826
46493,TCF12,GNG2,23283.949687518205
23392,HCFC1,ZFP37,23283.67632337953
50407,BTAF1,TRIQK,23283.577850835147
9982,FOS,PSEN2,23283.476138135386
43631,SPI1,ZFP7,23282.673308152414
9422,FOS,INTS4,23282.321995155402
49233,BTAF1,FUCA2,23279.164493646833
20869,GTF2F1,SLC38A5,23278.290588470587
22207,HCFC1,KIF18A,23275.37270609314
10581,FOS,VPS33B,23274.534368097018
10372,FOS,TCP11L2,23274.441658251086
2369,E2F4,CCR9,23274.04952416996
33717,MEIS1,TRIM23,23270.783002255263
45860,TCF12,ARHGAP4,23269.56352414446
63576,MECOM,EFCC1,23268.74231268224
32126,MEIS1,ARFGEF2,23268.627494397177
46303,TCF12,ELOVL5,23266.380556746924
52189,EGR1,SORT1,23264.743825466943
22119,HCFC1,IFI209,23263.969943457345
29010,IKZF1,RANBP6,23263.755146206255
25310,HDAC2,SHROOM4,23263.33529678371
47365,TCF12,RNASEL,23263.29843934475
55107,CBX7,NDNF,23261.42510761013
25520,HDAC2,TCF19,23261.129946174464
8518,ESR1,ZFP260,23259.809419880206
45903,TCF12,ATP6AP2,23259.611221970394
5253,ELF1,MRM1,23258.63322121244
53086,IRF8,ICE2,23257.802660933594
20629,GTF2F1,PRPF4,23253.96360267748
4248,ELF1,AP1S2,23253.90489922552
53495,IRF8,RRAS,23253.842765528676
52928,IRF8,FAM76B,23253.79533111167
46093,TCF12,CLPTM1L,23253.172745950586
4844,ELF1,GEM,23252.98875970372
46724,TCF12,KIT,23252.066934597915
2798,E2F4,GMNN,23251.571828312168
46243,TCF12,DOCK10,23251.422910066114
17346,GFI1,PPP1R16B,23250.794356697428
28362,IKZF1,IL6ST,23249.46650176256
24003,HDAC2,DUSP5,23249.449694635605
51053,EGR1,EAF1,23248.360006884523
7924,ESR1,RGS2,23247.432523247597
5224,ELF1,MFSD6,23247.17496434975
3974,E2F4,TSC22D1,23244.253013948626
52551,EGR1,ZMYM3,23241.86145870854
13552,GATA1,ZFP110,23241.634705722892
46761,TCF12,LEPROT,23240.437337764106
21184,GTF2F1,USP46,23238.69540450286
21110,GTF2F1,TRPV2,23238.1289620748
5859,ELF1,SLC52A2,23237.469385150405
12441,GATA1,LDLR,23237.31002456373
53430,IRF8,PSEN1,23237.10544364638
5172,ELF1,MANEA,23236.933884955986
5223,ELF1,MFSD2B,23236.7312632608
39778,SATB1,CCT8,23235.95025185314
23038,HCFC1,SRBD1,23234.727480218466
50188,BTAF1,SLCO3A1,23234.407185262728
16278,GFI1,CLEC12A,23233.736327973886
41068,SATB1,TUBB5,23233.577196581016
6216,ELF1,VPS33A,23233.251959294917
19508,GTF2F1,BTAF1,23232.77350639129
13204,GATA1,SORT1,23232.49592946059
21509,HCFC1,CASP3,23231.05133154188
46181,TCF12,CYB5R1,23230.955668901745
19486,GTF2F1,B3GNT5,23229.924129328912
19553,GTF2F1,CCDC186,23229.570102811376
9137,FOS,F13A1,23229.488735199535
47758,TCF12,TMSB4X,23228.892667242195
20662,GTF2F1,PWP1,23227.67767015398
20606,GTF2F1,PQLC1,23227.381575248404
52059,EGR1,SEC23A,23227.09036499777
45879,TCF12,ASB8,23226.291798940707
47761,TCF12,TMX3,23224.51188498744
7456,ESR1,MOGS,23224.412829433597
47943,TCF12,YPEL3,23223.174295575245
13225,GATA1,SQLE,23223.165046790375
26447,HNF4A,HERC4,23222.80598273912
47870,TCF12,UQCRFS1,23222.62935174065
27908,IKZF1,CYTH3,23221.88240925998
22386,HCFC1,MTUS1,23220.539409737004
23659,HDAC2,BUB1B,23220.35991236822
33667,MEIS1,TMEM184C,23220.188834149852
32310,MEIS1,CKAP2L,23219.66756754365
51285,EGR1,HAGH,23219.455578844038
47563,TCF12,SMIM15,23218.79174402233
53132,IRF8,ITGB5,23217.94018234545
41935,SPI1,FGFR3,23217.789879453427
28150,IKZF1,GBP10,23216.756177564683
19602,GTF2F1,CDT1,23215.61931240506
52705,IRF8,CCNG2,23214.394898881772
8661,FOS,AP1B1,23213.958889986887
48753,BTAF1,AQP9,23213.27768984704
21389,HCFC1,ARHGAP12,23212.982791092323
22574,HCFC1,PDLIM5,23210.973904154336
40892,SATB1,SOD1,23210.47398645177
3853,E2F4,TBC1D2B,23209.882244750068
47808,TCF12,TSPAN14,23209.51531374702
50373,BTAF1,TMEM97,23208.807016331608
52292,EGR1,TESPA1,23208.071207363726
5676,ELF1,RFESD,23207.937273077237
47204,TCF12,PORCN,23207.441696298483
31512,JUN,SLC19A2,23206.83079186179
52668,IRF8,BTAF1,23203.73796652762
21002,GTF2F1,TBC1D5,23202.48600141197
20027,GTF2F1,HBB-BT,23202.415196108464
4230,ELF1,ANKLE1,23201.948354686716
47230,TCF12,PRDM15,23201.914408833276
47907,TCF12,VPS33B,23201.472084292207
10333,FOS,SUN1,23201.259533131717
9617,FOS,MLLT3,23196.41970076647
17794,GFI1,TEAD2,23195.67882544809
4632,ELF1,DIAPH2,23195.56142939493
20455,GTF2F1,OAS1G,23194.562244264856
9643,FOS,MTFR1,23192.192888606984
19488,GTF2F1,B4GALT6,23191.775090044954
27991,IKZF1,EDRF1,23191.71494956502
23693,HDAC2,CASP3,23191.70855314018
9333,FOS,HID1,23191.604464890963
50202,BTAF1,SMYD5,23190.705171607373
20622,GTF2F1,PRMT5,23189.56081509889
3720,E2F4,SLC35B4,23189.4292790287
12581,GATA1,MTUS1,23189.123333911404
2520,E2F4,CTR9,23188.087141801665
12906,GATA1,PSEN2,23186.27146854627
25036,HDAC2,PPP1R16B,23185.436622037658
19635,GTF2F1,CKS2,23183.810566207943
28157,IKZF1,GBP9,23183.514035444452
33140,MEIS1,PBK,23181.13297281419
47980,TCF12,ZFP672,23180.238737022708
41066,SATB1,TUBA4A,23179.539254198386
4127,E2F4,ZFP592,23177.298627896103
25976,HNF4A,ATG16L1,23177.13906844739
28014,IKZF1,ELMOD2,23176.63210021079
3620,E2F4,S1PR3,23176.174565806356
33555,MEIS1,SPRYD4,23173.212224984196
42998,SPI1,RORC,23172.16205477822
24509,HDAC2,KLF1,23169.047872498857
10557,FOS,USP37,23168.148873869868
5489,ELF1,PIK3R2,23165.864325369974
52596,IRF8,ANAPC4,23165.27216799578
50444,BTAF1,UAP1,23164.370005069643
24498,HDAC2,KEL,23163.507197937437
46662,TCF12,INPP5B,23162.32813170571
6101,ELF1,TRIM16,23161.05784930063
52598,IRF8,ANKFY1,23160.788737173527
27448,HNF4A,ZFP143,23160.336877043916
26203,HNF4A,DHRS3,23158.98061010265
4806,ELF1,FOXO1,23158.904270140385
4001,E2F4,TXNIP,23158.260491114193
27695,IKZF1,CARD11,23158.060736604286
22199,HCFC1,KCTD9,23157.16875253701
50716,EGR1,ASNS,23157.10910141966
20023,GTF2F1,HARS2,23152.070479699083
2718,E2F4,FECH,23149.661593424473
53010,IRF8,GNG2,23149.393936110384
13223,GATA1,SPTLC1,23145.396256299995
49857,BTAF1,PKIB,23145.35615643445
46173,TCF12,CTSS,23144.2600588521
51150,EGR1,FDFT1,23142.988595583247
12954,GATA1,RAD51AP1,23141.920045109127
6192,ELF1,USP32,23141.756685536475
10123,FOS,S100A6,23141.247882247877
12153,GATA1,GATM,23139.93951952275
49352,BTAF1,HEBP1,23139.912791132294
28871,IKZF1,PLEKHG6,23139.7218232155
9312,FOS,HASPIN,23139.291515294917
46123,TCF12,CORO2B,23139.001704707865
20400,GTF2F1,NFKBIA,23137.735624161618
6761,ESR1,CYB5R3,23137.500622460146
20832,GTF2F1,SLBP,23137.411636257686
3538,E2F4,RAN,23136.013281173855
21555,HCFC1,CDC20,23135.925876502777
6124,ELF1,TTC21B,23133.693789365945
49941,BTAF1,PRUNE2,23133.503477140715
48758,BTAF1,ARHGAP19,23133.11912059414
20613,GTF2F1,PRDX3,23132.744923071936
5871,ELF1,SMIM13,23131.47797639932
20212,GTF2F1,LPCAT2,23130.513483203813
46309,TCF12,EMILIN2,23129.443956024435
4215,ELF1,ALCAM,23128.791791640302
47828,TCF12,TUBGCP3,23128.782238510998
4117,E2F4,ZFP36,23125.565177238695
12989,GATA1,RGS1,23124.998672345173
49624,BTAF1,MRPL37,23124.666648118135
47359,TCF12,RIN3,23123.49911419246
9435,FOS,IRGM2,23122.906469054487
8804,FOS,CCL3,23120.900909122054
52984,IRF8,GCDH,23120.516917134923
29461,IKZF1,TPX2,23120.088584750785
52742,IRF8,CEP70,23119.893242392798
2370,E2F4,CCT2,23119.847353517172
21262,GTF2F1,ZFP672,23118.536658834684
8959,FOS,CSGALNACT1,23118.180158949566
51212,EGR1,GCDH,23117.318780495556
17067,GFI1,MYO5C,23117.089488193134
26832,HNF4A,PATL1,23116.26870888438
49066,BTAF1,DIAPH2,23116.209118319148
19708,GTF2F1,CTPS,23116.140006591708
4464,ELF1,CENPO,23115.933997783017
5377,ELF1,NSDHL,23115.844265318006
8123,ESR1,SMPDL3A,23115.202676082576
63547,MECOM,CYP26B1,23115.169987030225
16683,GFI1,GPX3,23113.72684449909
30063,JUN,CLU,23110.550553886453
19716,GTF2F1,CTSW,23109.7975678896
3407,E2F4,PLBD2,23109.68824346313
49751,BTAF1,NUDT4,23108.661906656787
4664,ELF1,DYNC2LI1,23108.134509816227
48878,BTAF1,CCNE2,23105.94780999018
26309,HNF4A,FAM91A1,23105.707931855435
29608,IKZF1,XRCC2,23105.48824569697
21078,GTF2F1,TNFRSF1B,23105.175912624265
2861,E2F4,HASPIN,23104.828536541987
17379,GFI1,PRR5L,23104.063834070977
20789,GTF2F1,SEH1L,23102.08408103776
49980,BTAF1,RAB3IL1,23101.54119589918
46133,TCF12,CPQ,23101.11395381801
20197,GTF2F1,LDLR,23100.198085226137
5286,ELF1,MYOF,23100.129505558612
10323,FOS,STRAP,23099.974972468564
3922,E2F4,TMEM50B,23099.614235901685
1233,CBFB,OASL1,23099.46553307121
50541,BTAF1,ZDHHC13,23099.06310763837
2138,E2F4,4833439L19RIK,23099.050431888216
12401,GATA1,KIF11,23098.89278369798
17588,GFI1,SH3BP5,23097.34554126156
2189,E2F4,ALAS1,23097.291647041162
2999,E2F4,KIDINS220,23096.612600068966
50337,BTAF1,TINAGL1,23095.90396654941
46598,TCF12,HPSE,23095.809597921503
9405,FOS,IL18RAP,23095.454894469905
52860,IRF8,DOCK10,23095.35735098856
45781,TCF12,ADAT1,23094.213690977325
7350,ESR1,LPCAT3,23094.069530023196
20329,GTF2F1,MYADM,23090.454846340395
9488,FOS,KRT7,23088.876279483997
47950,TCF12,ZDHHC24,23088.806715787287
5142,ELF1,LPIN1,23087.562618563697
11946,GATA1,DHX33,23086.94559471043
4440,ELF1,CDC42EP4,23086.71160744392
23483,HDAC2,ADAM22,23085.816980938394
26072,HNF4A,CDCA8,23085.296033562987
63916,MECOM,SLC9A9,23085.157840814143
20248,GTF2F1,MARS,23085.03931342967
45780,TCF12,ADAMTSL5,23083.498821294455
28601,IKZF1,MPZL1,23082.593660238203
20576,GTF2F1,POLD1,23081.73292031738
20977,GTF2F1,SUPV3L1,23081.065633972197
46952,TCF12,NCF1,23080.998802988328
25121,HDAC2,RAB40B,23080.607191689694
47121,TCF12,PEAR1,23077.106347026915
50434,BTAF1,TUBGCP5,23075.372921019836
63591,MECOM,ESAM,23075.292939597963
51402,EGR1,ISG20,23075.288971170143
9371,FOS,IARS,23074.400299254714
19985,GTF2F1,GOLM1,23073.1869347455
20887,GTF2F1,SLFN8,23072.1699131133
20358,GTF2F1,NASP,23071.7879935974
47519,TCF12,SLC27A1,23070.41132277329
2840,E2F4,GTF2F1,23069.381575405772
9857,FOS,PGM1,23069.31639402977
6991,ESR1,FRRS1,23068.755965643915
4107,E2F4,ZEB2,23068.72025811953
47332,TCF12,RCAN3,23068.57656057693
22575,HCFC1,PEA15A,23067.836214754392
50632,EGR1,ADO,23067.604703685123
9914,FOS,PML,23067.581395484445
63853,MECOM,RAG2,23067.099218930918
25872,HNF4A,ABCD1,23066.801337406825
20253,GTF2F1,MBNL3,23066.256597462754
23776,HDAC2,CENPE,23064.367340541616
28177,IKZF1,GJA1,23062.055274713584
29281,IKZF1,SRBD1,23061.488237061272
3481,E2F4,PRODH,23061.481227342803
19406,GTF2F1,ANKFY1,23059.412084790325
3220,E2F4,NDN,23058.765039454007
31292,JUN,PWP2,23058.172774965933
8859,FOS,CDK19,23057.809020908022
50031,BTAF1,RHOJ,23055.723535463334
10029,FOS,RAD21,23055.281258578092
11938,GATA1,DECR1,23054.157147445007
47829,TCF12,TUBGCP5,23052.636953414945
21947,HCFC1,GATA1,23048.3080029984
10314,FOS,STAT3,23045.726468333956
53006,IRF8,GNA13,23044.83794004627
10406,FOS,TMC6,23044.70476799102
12356,GATA1,INTS6,23044.343711773956
31548,JUN,SLC40A1,23042.97029135655
51145,EGR1,FBXW5,23042.622129309784
33001,MEIS1,NAA30,23041.546228644907
45790,TCF12,ADSSL1,23041.106437278348
3108,E2F4,ME2,23040.081496391267
40490,SATB1,NFKBIA,23038.88992452118
22599,HCFC1,PIF1,23038.58394409353
10064,FOS,REXO4,23035.96355394589
49026,BTAF1,CX3CL1,23035.812854886128
32306,MEIS1,CIPC,23032.65965049651
49531,BTAF1,LYRM9,23031.148317323084
23348,HCFC1,WDR62,23031.064920566485
30267,JUN,ELL2,23030.94254559347
46393,TCF12,FGD4,23030.464108820208
6708,ESR1,CPQ,23030.155578821083
5734,ELF1,S1PR1,23029.883458433746
9988,FOS,PSMD6,23029.085997007795
13372,GATA1,TNFRSF13B,23028.042110873634
23839,HDAC2,CNR2,23027.020315295413
46311,TCF12,EMP1,23024.95628363481
5841,ELF1,SLC35E1,23022.994320797465
46847,TCF12,METAP2,23022.928667938548
43044,SPI1,SCRN3,23022.84890269516
32753,MEIS1,ICAM1,23022.818199585996
16222,GFI1,CDC42EP4,23019.32801081261
17302,GFI1,PLEKHG1,23016.972586446584
29087,IKZF1,RRAS,23015.346868844164
19721,GTF2F1,CUL4A,23012.064792896108
46275,TCF12,EDEM1,23011.960788618188
9985,FOS,PSMD1,23011.883590493006
32970,MEIS1,MPZL1,23011.030999752027
