,Gene1,Gene2,weights_combined
20748,GFI1B,NFE2L2,56690.056918103954
20595,GFI1B,L2HGDH,56685.260365625625
4494,E2F6,CREBRF,56682.80459735072
20081,GFI1B,ADK,56682.4016974016
56827,STAT3,PSME4,56682.37415271209
55561,STAT3,CIPC,56677.102088980195
25636,HDAC2,CAV2,56669.83877676809
6412,ELF1,CHCHD10,56669.18709537537
56052,STAT3,GYS1,56666.63098178968
66743,BTAF1,WDR36,56666.06596182362
39741,MYC,IL6ST,56663.08806925239
44564,NRF1,AFG3L2,56654.59301166013
12387,FOS,TNPO1,56653.9309421276
46354,NRF1,SUN1,56653.06197092704
275,CBFB,CDC45,56650.356564322734
45435,NRF1,JAM3,56646.287115683066
61362,TCF12,SCARB1,56643.34606075871
72792,JARID2,TENT5A,56643.07102319444
6577,ELF1,DNAJC5,56638.31852828034
45997,NRF1,PTDSS2,56635.84159028148
57105,STAT3,SLC40A1,56633.58200609635
32954,IRF1,RCOR1,56632.970509179344
65280,BTAF1,DDX21,56630.737766866994
60741,TCF12,MAMDC2,56630.712238861444
60624,TCF12,ISYNA1,56629.013538659194
6383,ELF1,CDCA4,56627.82961187104
5356,E2F6,PJA2,56626.081636771494
46007,NRF1,PUS7,56624.48509564371
46311,NRF1,SQLE,56622.80860604096
5759,E2F6,STARD4,56622.32067484381
12059,FOS,RUVBL2,56620.16939729231
20434,GFI1B,GANAB,56617.76574484831
68766,EGR1,ZFP612,56613.082332657475
64107,ZFP143,PLEKHG1,56609.19008558831
61168,TCF12,PRC1,56608.10324870039
60786,TCF12,METAP1D,56603.82102165493
45420,NRF1,ITFG1,56601.59220908201
20688,GFI1B,MTCH2,56596.375817651795
16355,GATA2,GYS1,56594.985685863656
60024,TCF12,CLCN3,56591.58787597244
22328,GTF2F1,NEK6,56590.90911865873
11694,FOS,NRF1,56584.9992624233
48849,SATB1,CD274,56584.2117112244
68724,EGR1,WFDC2,56583.04514621708
55768,STAT3,EAF1,56579.96321941582
11481,FOS,LZTR1,56574.9925368444
60907,TCF12,NDST2,56571.871267236835
32176,IRF1,FIGNL1,56570.599041301844
65993,BTAF1,OBSL1,56568.86217589364
36514,MEIS1,GSN,56565.59947618639
60427,TCF12,GNA13,56563.83270067781
46519,NRF1,TTLL12,56562.13728938998
11492,FOS,MAPK9,56559.17298723496
45098,NRF1,F10,56558.04558303077
22285,GTF2F1,NABP1,56556.867624318766
8438,ESR1,BAP1,56556.15069344621
5479,E2F6,RAB31,56555.43960214213
8628,ESR1,COLGALT1,56554.21212932161
60465,TCF12,GSR,56553.886748388024
6385,ELF1,CDCA7,56552.73702511012
60103,TCF12,CTNND2,56550.78985514462
53839,SPI1,KIF22,56547.35216382247
71510,CBX7,SEMA3D,56542.49465570885
59872,TCF12,BLVRB,56537.14182157869
20514,GFI1B,HMGB2,56535.56554912337
4232,E2F6,AP1S2,56533.834574744425
2847,E2F4,GYS1,56532.512818804455
45126,NRF1,FASTKD2,56531.57006115362
4180,E2F6,ACSS2,56526.066606650784
30166,IKZF1,GSN,56525.276740099864
4192,E2F6,AFAP1L1,56525.21131001302
65773,BTAF1,MAPK1,56517.07254541469
8021,ELF1,TOMM40,56514.334916697946
4315,E2F6,BTBD10,56513.440241217526
227,CBFB,CARHSP1,56513.0833784448
8326,ESR1,ALDH18A1,56512.16363228663
68631,EGR1,TUBA8,56508.07651331718
45754,NRF1,NUBP2,56502.84008179698
44697,NRF1,BIN2,56502.55301165952
47415,PML,IARS2,56502.50770620842
44890,NRF1,COX6B1,56501.033453731914
60267,TCF12,ERLIN1,56495.76365498155
56401,STAT3,MGLL,56495.66861592404
20400,GFI1B,FARSB,56495.628952344
4202,E2F6,ALDH18A1,56493.873866079695
5158,E2F6,NAGLU,56492.15936734007
48711,SATB1,ANKRD13D,56491.68313137474
9517,ESR1,NOL9,56491.66244902527
44340,NOTCH1,TMEM246,56483.17822371566
61442,TCF12,SLC18A2,56482.97957950374
19558,GFI1,SLC25A46,56482.86234710449
44525,NRF1,ABCD2,56482.3815500009
18218,GFI1,CLIC4,56479.39834708668
44569,NRF1,AK1,56479.21612328523
7963,ELF1,TIMM50,56477.14101774232
33064,IRF1,SGTA,56473.76488294637
33221,IRF1,TAF12,56473.15357957841
33377,IRF1,TYMS,56472.19031366524
39042,MYC,CD38,56470.73114646634
7512,ELF1,PRKAR2B,56468.44072513629
44908,NRF1,CRNKL1,56467.53811009349
64149,ZFP143,PPP1R16B,56467.321874071175
18268,GFI1,CRK,56464.74296239594
66746,BTAF1,WDR5,56464.65766738475
61891,TCF12,ZDHHC6,56464.28552985794
21155,GFI1B,TOP3B,56464.15663331152
49822,SATB1,RORA,56462.10605227095
61471,TCF12,SLC35E1,56457.44899194325
55565,STAT3,CKAP2L,56457.19058291123
27152,HDAC2,RPS6KA5,56456.97864415316
46189,NRF1,SHISA8,56454.10322766053
18851,GFI1,LMNA,56453.289790947034
45544,NRF1,MARCH6,56450.3368674571
5584,E2F6,SDC2,56450.163911879565
32542,IRF1,MDN1,56449.612842608185
37999,MYB,ENG,56449.23936385776
61117,TCF12,PLEKHG1,56446.09649919117
61232,TCF12,PYGM,56445.35775242017
10826,FOS,CHUK,56444.949720292694
4867,E2F6,HNRNPLL,56444.18074087934
8553,ESR1,CDK17,56442.43481937543
60711,TCF12,LONP1,56440.516248158245
61119,TCF12,PLEKHO2,56440.36182086713
60173,TCF12,DIS3L,56437.6822986808
26435,HDAC2,KDM8,56436.16898555466
61670,TCF12,TMEM129,56436.07959382167
5565,E2F6,RUSC2,56433.120466549924
38671,MYB,TSPAN13,56421.57796507699
20929,GFI1B,RCOR1,56420.92601856512
9050,ESR1,H1F0,56420.62969144714
65167,BTAF1,CISH,56420.20017485327
63854,ZFP143,MTREX,56419.42021960128
61312,TCF12,RNF141,56416.058304214406
32881,IRF1,PRKAB1,56415.23906898374
61454,TCF12,SLC25A46,56414.20100301049
12556,FOS,ZBTB40,56409.50551586961
37162,MEIS1,RACGAP1,56405.91557218352
4354,E2F6,CBX7,56405.618188362176
8457,ESR1,BTAF1,56404.23866076707
60186,TCF12,DOK2,56402.44783404361
20719,GFI1B,NARS,56401.57414459031
63390,ZFP143,FGD2,56401.436748798995
60196,TCF12,DTL,56400.76582868365
59980,TCF12,CDK17,56397.58128751826
33358,IRF1,TTF2,56395.0771724474
4200,E2F6,ALAS1,56394.725848989045
39574,MYC,GPR18,56393.65068638923
26458,HDAC2,KMO,56390.81014710689
19242,GFI1,PLIN2,56389.516662414004
33317,IRF1,TNPO1,56383.07710209068
11642,FOS,NDEL1,56382.76780007123
26736,HDAC2,NICN1,56380.79389886671
30154,IKZF1,GPRC5B,56379.09857213772
1664,CBFB,SLC31A1,56377.07875586269
55606,STAT3,COPB2,56372.81930813249
45909,NRF1,PMPCA,56368.07404886758
5085,E2F6,MEX3C,56358.01448645498
62976,ZFP143,CAMSAP2,56355.55969584701
1146,CBFB,NCKAP1,56354.41886973767
57198,STAT3,STIP1,56354.1626283056
46471,NRF1,TNFRSF13B,56346.24906321721
64255,ZFP143,RCAN3,56345.61618901064
61568,TCF12,STARD4,56345.334778595236
48835,SATB1,CCL4,56343.54457968658
44669,NRF1,ATP6AP2,56342.3678749588
12233,FOS,SRBD1,56339.00590336761
10888,FOS,CRIP2,56338.91667141977
68531,EGR1,THEMIS2,56338.10445273634
5049,E2F6,MARCH5,56337.57328735889
10652,FOS,ATL2,56335.96564343058
10166,ESR1,TBC1D15,56331.27229702885
25558,HDAC2,AXL,56329.29547968567
9325,ESR1,MARCH6,56326.61676835113
11247,FOS,HAGH,56325.37253648018
5476,E2F6,RAB11FIP3,56320.14710654751
1726,CBFB,SPHK1,56319.575199870254
20947,GFI1B,RMND5A,56312.34285788309
44839,NRF1,CITED4,56307.41038742027
20406,GFI1B,FCGR2B,56302.37219297233
43392,NOTCH1,CAV2,56298.595348749055
55241,STAT3,ACLY,56296.951244178956
11857,FOS,POLA2,56296.684465250495
63330,ZFP143,ERMAP,56295.86108490375
2125,CBFB,ZNFX1,56295.441131673426
22047,GTF2F1,IL7,56294.132225841815
20913,GFI1B,RAD51AP1,56290.590781342835
60073,TCF12,CPQ,56284.18991873564
45286,NRF1,H2-M3,56283.311806281265
16484,GATA2,IL7R,56282.23616335212
46215,NRF1,SLC25A38,56280.36838047187
10810,FOS,CEP70,56276.989699620695
3632,E2F4,SDC1,56275.57511601992
45111,NRF1,FAM126A,56271.46155100706
4528,E2F6,CYB5R3,56266.99374015511
45951,NRF1,PRDM16,56262.39778986709
60789,TCF12,METTL25,56261.02999877926
56846,STAT3,PWP1,56257.60426991394
25963,HDAC2,EGR1,56257.513129221355
45720,NRF1,NGLY1,56255.661210641454
64902,BTAF1,ABCE1,56255.3671538197
10717,FOS,CAMK1D,56253.12652728478
28094,HNF4A,CSRP3,56252.06235214645
48200,PML,SPIRE1,56245.327206448266
8761,ESR1,DOCK10,56244.463296370275
60203,TCF12,DYM,56244.27255083822
61142,TCF12,PON2,56241.23826325338
61264,TCF12,RASAL3,56241.21739470053
64054,ZFP143,PECAM1,56240.31186346316
26144,HDAC2,GBP9,56239.53325504123
59089,TAF1,RNF128,56239.27660562365
73347,YBX1,LGALS3BP,56234.62760843832
30723,IKZF1,PAPSS2,56225.57556486086
19710,GFI1,TARS,56218.56522293851
9282,ESR1,LMNA,56216.08390749771
27583,HDAC2,TRIQK,56215.454944004705
4989,E2F6,LAP3,56214.82064525165
30204,IKZF1,HDAC11,56213.35438686516
49132,SATB1,FLT3,56205.84871997873
20384,GFI1B,EZR,56205.400927205716
60422,TCF12,GMFB,56203.507919694974
56098,STAT3,HIST1H1C,56202.484916617184
60436,TCF12,GOLIM4,56202.347628156334
61307,TCF12,RNF122,56200.711533612644
28081,HNF4A,CRACR2B,56195.89758902438
19893,GFI1,UBE2G2,56194.120882731855
64015,ZFP143,PADI4,56193.52895787326
32647,IRF1,NDC80,56192.08740559213
55676,STAT3,CUL4A,56190.845485053964
32199,IRF1,FZR1,56186.678297002814
63728,ZFP143,LPCAT2,56174.05938781248
6465,ELF1,COPB1,56171.292269976664
11638,FOS,NCOA6,56166.539669329824
31558,IKZF1,ZBTB40,56166.490205646885
60690,TCF12,LARS2,56165.15151955096
45426,NRF1,ITGB7,56152.93220505218
45830,NRF1,PDE12,56152.72551455321
4565,E2F6,DHX35,56149.50175818973
21188,GFI1B,TYMS,56147.61884361542
61022,TCF12,PANX1,56145.99001432124
45070,NRF1,ENPP5,56143.830167893895
20680,GFI1B,MPEG1,56143.30002005863
19588,GFI1,SLC43A3,56143.23140338786
33272,IRF1,TIPIN,56142.29026275034
46501,NRF1,TRMT11,56141.74029729322
40535,MYC,RUNX1T1,56141.378335558016
60310,TCF12,FAR1,56139.98821852069
11802,FOS,PHF10,56137.061257990725
44856,NRF1,CLPTM1L,56135.011373271234
60622,TCF12,ISG20,56133.794432033894
40198,MYC,PALLD,56130.75362425402
61940,TCF12,ZNRF2,56130.29686257571
21216,GFI1B,VAV1,56127.827767245006
20225,GFI1B,CHUK,56124.133073408295
62844,ZFP143,ANKLE1,56123.60715287365
21077,GFI1B,STK25,56121.25128926871
56702,STAT3,PIK3R2,56120.78983485471
19764,GFI1,TM7SF3,56120.40920623948
32687,IRF1,NOL9,56114.41853403977
45768,NRF1,NUPR1,56112.619902549624
60759,TCF12,MAVS,56112.24556435777
45339,NRF1,HSDL1,56111.295552315496
63885,ZFP143,NAPRT,56108.44142645194
46305,NRF1,SPRYD4,56106.94739663349
4780,E2F6,GMNN,56106.158917614935
19423,GFI1,RIPOR2,56105.22557323293
19129,GFI1,ORC5,56102.67315216717
68534,EGR1,TIE1,56091.88612843071
48902,SATB1,CLCF1,56088.98550336286
32646,IRF1,NDC1,56086.94693117005
43737,NOTCH1,IL15,56086.615383122786
26533,HDAC2,MAML3,56085.874589660605
50107,SATB1,TREML2,56084.42869231691
26891,HDAC2,PIF1,56082.73851193684
11636,FOS,NCL,56081.24030090795
31835,IRF1,CCNE1,56079.30008176707
56691,STAT3,PHF6,56076.61256951122
60337,TCF12,FGFRL1,56075.7882025234
8581,ESR1,CHP1,56074.98519542148
5698,E2F6,SMIM15,56073.25147711367
56821,STAT3,PSMD3,56073.14045551604
7284,ELF1,NFE2L2,56072.19540416045
20488,GFI1B,H2-DMB1,56064.72517042374
4453,E2F6,CLU,56064.16346215444
22926,GTF2F1,TAF1,56063.62837050533
6623,ELF1,EIF1AD,56059.31968181499
276,CBFB,CDC6,56056.75258340883
60729,TCF12,LY86,56050.41204225403
55589,STAT3,CNN3,56042.52670593711
43773,NOTCH1,KEL,56041.971139979454
61105,TCF12,PLAA,56038.56287794402
60101,TCF12,CTNNA1,56035.353294515226
32903,IRF1,PSMD6,56034.97132541695
10768,FOS,CD44,56034.35528603002
49850,SATB1,SAPCD2,56033.81328073364
60266,TCF12,ERGIC1,56030.91246646808
67066,EGR1,CD7,56029.10214923672
45611,NRF1,MN1,56025.45009841051
60806,TCF12,MICU1,56022.83216280336
1410,CBFB,PRMT5,56019.26723502976
29785,IKZF1,COX6A2,56017.57755494115
11587,FOS,MTOR,56013.11170873418
28459,HNF4A,ISLR,56010.35636404346
5044,E2F6,MAP4K2,56007.838858913354
45614,NRF1,MON2,56003.89304488844
56949,STAT3,RPN1,56003.884377309376
61632,TCF12,TEAD2,56002.2557696902
20553,GFI1B,INTS4,55998.41716664508
61866,TCF12,WLS,55995.7364337789
20103,GFI1B,API5,55991.15106385462
67894,EGR1,NFAM1,55989.615639514195
61876,TCF12,XRCC3,55987.284669873385
60467,TCF12,GSTM1,55986.07846751847
67265,EGR1,DPP7,55983.99063400324
61190,TCF12,PRPF4,55983.24869175159
18129,GFI1,CCNB2,55980.25511105188
26931,HDAC2,PLK1,55979.787388993485
40855,MYC,THBS1,55975.46734527009
46414,NRF1,THEMIS2,55973.83871529767
3306,E2F4,OBSL1,55970.367420808165
944,CBFB,KPNA1,55964.9559976609
46054,NRF1,RDH11,55964.660126102724
17665,GATA2,TRPS1,55964.112318446554
67805,EGR1,MLPH,55961.9665080049
44671,NRF1,ATP8A1,55958.470893939164
61646,TCF12,THADA,55957.7181041911
5424,E2F6,PREP,55956.275016409396
6581,ELF1,DOCK10,55955.25375847908
32527,IRF1,MAT2A,55952.62690931684
60443,TCF12,GPKOW,55948.97000683508
45699,NRF1,NDUFV1,55948.79471650596
48857,SATB1,CD84,55944.66539056044
60686,TCF12,LANCL2,55942.3463281595
10731,FOS,CASP9,55940.11360169273
5790,E2F6,TACC3,55937.21244614037
58882,TAF1,PIDD1,55936.39427165192
1063,CBFB,MGLL,55935.65706461676
26956,HDAC2,PORCN,55934.05825565413
29554,IKZF1,ATG16L2,55932.505276957425
20247,GFI1B,CNOT10,55930.24833166396
46504,NRF1,TRMT6,55928.01849375778
4835,E2F6,HAGH,55926.83953349246
32084,IRF1,EIF2S1,55923.51404952584
12113,FOS,SFXN1,55920.37422008902
46546,NRF1,UBAC1,55919.169078320454
21351,GTF2F1,ANO10,55917.564884829706
7268,ELF1,NECAP2,55917.04709571428
68327,EGR1,SHISA8,55914.38119080509
10599,FOS,AP1B1,55906.779095464946
25568,HDAC2,BATF2,55906.58328900717
47039,PML,CRIP1,55903.132334130794
19088,GFI1,NPTN,55898.0166652849
32319,IRF1,HIST1H1C,55892.69324517342
5298,E2F6,PARP3,55892.51831498721
60954,TCF12,NR2C1,55887.49542384041
19621,GFI1,SNX10,55887.292756997645
45865,NRF1,PIGQ,55881.9188572841
46362,NRF1,SYTL1,55881.24137175971
18164,GFI1,CDCA3,55876.98022792978
46303,NRF1,SPPL2A,55876.46069707059
9556,ESR1,NUP93,55875.31309058836
60579,TCF12,IKBKE,55874.46092572837
63085,ZFP143,CHST2,55870.32324133026
11919,FOS,PSEN1,55869.588494348485
283,CBFB,CDK1,55868.4859410896
6011,E2F6,VPS41,55868.16774632766
57478,STAT3,VDAC2,55864.80266276434
64816,ZFP143,WDR7,55864.374669860146
45069,NRF1,ENPP4,55862.99902142481
32582,IRF1,MORF4L2,55861.22779363296
28266,HNF4A,FGF3,55860.28324769624
55788,STAT3,EIF3B,55853.345781884345
58856,TAF1,PDGFD,55852.44868982408
5320,E2F6,PDLIM5,55852.104572486955
62836,ZFP143,AMIGO2,55850.9246366835
45596,NRF1,MGLL,55845.64467471509
27314,HDAC2,SLC6A15,55840.11307019739
65557,BTAF1,GYS1,55838.853201926395
46335,NRF1,STEAP3,55838.33395521454
67104,EGR1,CFP,55835.37387254595
5842,E2F6,TK1,55830.35894838167
5207,E2F6,NFIA,55828.58977314465
4794,E2F6,GOLPH3,55823.69232116405
49091,SATB1,FAAH,55817.987098300466
56270,STAT3,KPNA1,55815.43730700324
4797,E2F6,GOSR2,55814.98704168656
37363,MEIS1,SMAD2,55809.37639883846
4349,E2F6,CAST,55809.011681614524
5015,E2F6,LPIN1,55805.36397814572
5668,E2F6,SLC35B4,55802.10682108685
58503,TAF1,KLHL4,55797.414407771634
12461,FOS,UBAC1,55793.55650108056
56770,STAT3,PPM1G,55792.89959965072
31694,IRF1,AP1B1,55787.61204865369
49827,SATB1,RPGRIP1L,55786.85416357335
49021,SATB1,DOK2,55783.63169650266
20351,GFI1B,EIF3A,55782.017523147064
20299,GFI1B,DCK,55777.348108204314
36753,MEIS1,MARCH8,55776.95984967725
62825,ZFP143,AKNA,55774.07326772571
20432,GFI1B,GALNS,55772.92911568009
61511,TCF12,SNAP23,55771.66243437397
45134,NRF1,FBXW5,55771.51551002017
210,CBFB,CAD,55769.328900174645
11830,FOS,PLA2G12A,55767.04186515177
26226,HDAC2,GSAP,55765.30893055609
32533,IRF1,MCM10,55760.277525933154
20494,GFI1B,HARS,55759.633611581536
68318,EGR1,SGSM1,55757.99574795614
45747,NRF1,NSMAF,55751.05697822411
6059,E2F6,ZFP397,55749.89857700649
32110,IRF1,EPS15,55749.6000937726
49527,SATB1,NCF1,55748.015787945624
45005,NRF1,DPH6,55741.755905770515
8448,ESR1,BIRC5,55739.82183637637
57254,STAT3,TCF19,55739.777350828605
6221,ELF1,ARMT1,55739.712744992976
48834,SATB1,CCDC93,55739.48758949505
19493,GFI1,SEL1L,55731.8708830541
9150,ESR1,IGFBP4,55722.76643845156
37267,MEIS1,SEC23A,55721.713535949246
5011,E2F6,LONP2,55717.91282603267
60183,TCF12,DOCK10,55716.63206050033
59855,TCF12,B4GALT6,55716.415027550654
46138,NRF1,SCRN3,55715.9272486031
20365,GFI1B,ENDOD1,55715.57082387503
61737,TCF12,TRIQK,55714.11948673682
19091,GFI1,NRF1,55713.17650239117
82724,MECOM,GP9,55712.294725302374
32841,IRF1,POLE3,55710.63969245393
61273,TCF12,RCBTB1,55707.97161106629
18591,GFI1,GNA13,55699.81602728874
64439,ZFP143,SLC37A1,55694.72976040466
46476,NRF1,TOLLIP,55692.6248086453
2022,CBFB,VDAC1,55687.869014249365
21115,GFI1B,TIFA,55686.48714945024
20129,GFI1B,ATL2,55685.801377288684
27280,HDAC2,SLC26A11,55682.376589467494
59842,TCF12,ATP6AP1,55681.89009371048
4907,E2F6,IL12A,55679.28778608992
22674,GTF2F1,RORC,55671.39456665167
57126,STAT3,SMC4,55669.349297235545
60976,TCF12,NUP107,55668.93489609927
6004,E2F6,VLDLR,55663.9666504281
49874,SATB1,SERPINB1A,55663.63039820586
8578,ESR1,CHMP3,55663.43447712417
25465,HDAC2,ANKRD13D,55662.024085056124
37581,MEIS1,TSPAN33,55661.81115181616
67158,EGR1,CORO2B,55660.10693253978
12273,FOS,SUPV3L1,55659.7786901408
67061,EGR1,CD52,55657.44877444771
43504,NOTCH1,D230025D16RIK,55652.51657428791
60271,TCF12,ESAM,55651.847725023144
46419,NRF1,TIFA,55648.12510973771
26671,HDAC2,NABP1,55647.24886172785
1192,CBFB,NOL9,55647.069370006735
4214,E2F6,ANKFY1,55645.13840800505
11911,FOS,PRPF4,55643.91452455745
48779,SATB1,B4GALT4,55637.82956529292
44718,NRF1,C1RL,55637.03654722822
5785,E2F6,SYNJ1,55636.84710772209
18207,GFI1,CKAP2,55636.32338458711
30088,IKZF1,GBP10,55633.48072287511
64585,ZFP143,TBXA2R,55630.53945619695
16874,GATA2,NUCB2,55628.43977388949
31188,IKZF1,SNN,55627.05048871014
10992,FOS,DPP8,55622.35226173362
18258,GFI1,CPQ,55619.98508490795
20942,GFI1B,RGS19,55618.807601348446
61234,TCF12,R3HCC1L,55615.991377510945
9988,ESR1,SLC16A1,55615.96692487646
61760,TCF12,TTLL7,55609.92697605184
64128,ZFP143,POMGNT2,55609.79250868363
7086,ELF1,LRRC59,55608.06529499521
19568,GFI1,SLC30A5,55607.47541682744
20539,GFI1B,IFNGR1,55605.442749503214
58610,TAF1,MESD,55602.54977117337
61735,TCF12,TRIM47,55601.450169882904
1934,CBFB,TRPS1,55598.29241426914
6077,E2F6,ZHX1,55597.71435744642
25509,HDAC2,ARHGEF28,55596.20302519207
46695,NRF1,ZHX1,55595.22765240906
562,CBFB,EXOC4,55591.754434206014
749,CBFB,GTF3C3,55591.1131824301
59701,TCF12,ABI1,55587.948216186946
45462,NRF1,KLF3,55586.982998061314
30039,IKZF1,FER,55580.4242914849
6757,ELF1,G6PDX,55579.731598720726
20775,GFI1B,NUDT9,55578.18523240752
32066,IRF1,E2F4,55575.089654126976
18348,GFI1,DHFR,55574.89231274627
61808,TCF12,UQCR11,55571.658223829814
59782,TCF12,AP5Z1,55571.51214395984
45666,NRF1,NAP1L3,55570.727173077605
58461,TAF1,ITM2A,55569.40754947963
10621,FOS,ARHGAP19,55568.44341781879
52946,SPI1,AURKB,55568.03631498236
60138,TCF12,DAPP1,55565.59382237069
61354,TCF12,SAMSN1,55561.74566122458
17930,GFI1,AFG3L2,55560.37717097123
60217,TCF12,EEF1E1,55560.21808315574
18473,GFI1,FAM126A,55558.48389160926
8638,ESR1,CORO7,55553.4916140478
6547,ELF1,DDHD2,55546.00834065489
31865,IRF1,CDC45,55545.8434190557
44610,NRF1,APEH,55545.81714035005
72906,JARID2,VSIR,55545.21568095382
60516,TCF12,HIF3A,55543.343771318716
28048,HNF4A,CLEC4E,55542.5723434348
9935,ESR1,SDSL,55541.23056780709
60174,TCF12,DIS3L2,55536.16081542668
6063,E2F6,ZFP467,55526.49040866625
45740,NRF1,NPTN,55524.90695153773
29643,IKZF1,CAV2,55523.6534432621
46199,NRF1,SLC11A2,55519.90044834048
4433,E2F6,CIPC,55518.32408323447
6151,ELF1,ALAD,55516.89286179089
20573,GFI1B,KAT7,55510.45174716943
21469,GTF2F1,CAMKK1,55510.084255532034
4156,E2F6,AAR2,55509.98982284642
21181,GFI1B,TUBGCP5,55506.953538614944
56676,STAT3,PFKM,55502.69147648064
62853,ZFP143,ANXA3,55501.95847484781
5447,E2F6,PSAT1,55501.86255205564
27322,HDAC2,SLPI,55500.56636924293
46259,NRF1,SLPI,55500.081126050485
39731,MYC,IL17RB,55499.60605424955
45387,NRF1,IL27RA,55499.55291699757
44590,NRF1,ANKRD27,55495.08610565874
1226,CBFB,NUP93,55489.62811876345
19391,GFI1,RBM33,55487.34333523808
56526,STAT3,NELFB,55486.10127038801
20324,GFI1B,DNM1L,55485.8063285318
1208,CBFB,NSUN2,55485.20208748403
46212,NRF1,SLC23A2,55484.23102686105
36872,MEIS1,NDC1,55481.554711848396
20233,GFI1B,CLCN3,55479.761516613326
46266,NRF1,SMIM15,55479.553697421434
59766,TCF12,ANLN,55478.29649207559
10051,ESR1,SMARCA2,55468.15512884959
7696,ELF1,SDSL,55460.34984374479
5786,E2F6,SYNRG,55459.50779389799
15877,GATA2,CKAP2,55459.4454252371
60059,TCF12,COPG2,55455.46629525429
21354,GTF2F1,ANXA2,55454.71755162609
12544,FOS,XRCC2,55449.02557677027
7117,ELF1,MARCH6,55448.119684295205
65782,BTAF1,MAT2A,55446.63165488239
27251,HDAC2,SIRPA,55445.18213947124
9690,ESR1,PLK1,55442.70589700423
11451,FOS,LIG1,55442.422412630316
50212,SATB1,WDR7,55441.04811050666
11009,FOS,E2F8,55439.51600061505
44827,NRF1,CHMP3,55438.53328857982
21111,GFI1B,TFRC,55432.477911339054
12077,FOS,SDC1,55425.24526267164
55710,STAT3,DDX31,55425.10013407735
31866,IRF1,CDC6,55425.02393946239
63610,ZFP143,IL27RA,55421.992976544956
20940,GFI1B,RGCC,55421.69433673115
60517,TCF12,HIPK3,55420.72850217503
26140,HDAC2,GBP4,55419.39864331668
46039,NRF1,RASA4,55414.825122827744
10935,FOS,CYTH3,55413.74071511119
6149,ELF1,AK3,55409.670195120045
46661,NRF1,ZFP346,55402.5614865556
61162,TCF12,PPP1R16B,55398.99181752322
20819,GFI1B,PICALM,55393.93982745096
55354,STAT3,ASPM,55393.391080398986
21211,GFI1B,USP4,55391.82472117736
61306,TCF12,RNF115,55389.65105326618
60184,TCF12,DOCK11,55388.43650349012
8502,ESR1,CBFB,55387.17669445832
61468,TCF12,SLC35A4,55387.117610949805
60282,TCF12,EYA2,55384.5758212123
9706,ESR1,POLR1B,55384.39031840201
44138,NOTCH1,RNASE6,55381.31450298723
5364,E2F6,PLAA,55381.117318495475
36049,MEIS1,BTRC,55379.24131959243
4183,E2F6,ADAM22,55376.6299402453
64328,ZFP143,SAMD9L,55376.37473863237
64781,ZFP143,USP46,55375.98234163715
46048,NRF1,RCAN3,55370.03069857903
21744,GTF2F1,EGR1,55369.891454660414
21255,GFI1B,ZFP322A,55369.49859940075
20482,GFI1B,GTF2F1,55369.49474674816
43916,NOTCH1,NEIL3,55368.900829961916
27181,HDAC2,SBF2,55367.607645455886
5232,E2F6,NR3C2,55366.38200244856
20789,GFI1B,OTUD4,55365.73455781736
6538,ELF1,D10WSU102E,55365.64162110154
37710,MEIS1,ZFP143,55365.30743885025
57203,STAT3,STOM,55364.93507989592
5300,E2F6,PATL1,55364.04262945304
22130,GTF2F1,LCN2,55363.66895264434
6067,E2F6,ZFP62,55361.918056982984
28744,HNF4A,OLR1,55360.12475056394
68537,EGR1,TIMP3,55358.616069326126
60969,TCF12,NUDCD1,55356.257194990634
44977,NRF1,DEF8,55354.88105052499
55835,STAT3,ESYT2,55348.64060591013
61849,TCF12,VPS41,55348.01411661366
8006,ELF1,TMUB2,55346.93806490696
73122,YBX1,DAPP1,55346.32905863196
22090,GTF2F1,KAZALD1,55341.94953825037
4752,E2F6,GALNT6,55338.22751175621
59722,TCF12,ADCY7,55334.345214494875
67535,EGR1,HID1,55333.93807258749
40578,MYC,SEMA4A,55331.46420557567
11143,FOS,FTSJ3,55328.41585184707
43791,NOTCH1,LCN2,55324.252899954015
4713,E2F6,FGFR1OP,55323.33207168123
20541,GFI1B,IFT140,55321.328884030074
7393,ELF1,PDE4B,55320.66543182301
59994,TCF12,CEP70,55320.65127011267
19963,GFI1,WDR73,55318.76200103793
61297,TCF12,RHOJ,55318.32233961426
31698,IRF1,AP3S1,55315.60063659563
1077,CBFB,MOGS,55313.97740812255
4488,E2F6,CPT1A,55313.720724532686
61810,TCF12,UQCRFS1,55312.68365663335
11406,FOS,KIF18A,55312.475201737005
8081,ELF1,TXNDC5,55308.7491699283
5431,E2F6,PRKCH,55306.14021871582
49932,SATB1,SLC43A2,55304.90283233526
60425,TCF12,GMPS,55304.04824946274
49843,SATB1,RUNDC1,55302.06009951841
5152,E2F6,NAA35,55301.754382532214
9297,ESR1,LRRFIP1,55301.552647318356
61154,TCF12,PPM1F,55297.59569292056
46079,NRF1,RMND5B,55294.1255266337
49150,SATB1,GABBR1,55290.76827955385
5850,E2F6,TMBIM1,55289.56933454219
60868,TCF12,NAA30,55283.20891258363
44964,NRF1,DDHD2,55282.44751344197
43595,NOTCH1,FAM214A,55281.64380605631
44875,NRF1,COL5A1,55281.02747316203
25534,HDAC2,ATG16L2,55279.34945808713
