Gene1,Gene2
SIN3A,ASPH
SIN3A,BAIAP2
SIN3A,CTPS
SIN3A,ANP32E
SIN3A,RPL3
SIN3A,HIRIP3
SIN3A,GADD45G
SIN3A,SMARCA2
SIN3A,RMC1
SIN3A,IER2
SIN3A,SEC23A
SIN3A,ANXA5
SIN3A,ASXL1
SIN3A,RABGGTB
SIN3A,MPZL1
SIN3A,CEP85
SIN3A,PABPC4
SIN3A,FZR1
SIN3A,ZWINT
SIN3A,SLC35A2
SIN3A,DCXR
SIN3A,JADE3
SIN3A,CMTM7
SIN3A,BRAF
SIN3A,MOSPD3
SIN3A,DNMT3A
SIN3A,ARF4
SIN3A,PPP2R5A
SIN3A,SLC38A2
SIN3A,JARID2
SIN3A,HSPA4
SIN3A,USP28
SIN3A,AHDC1
SIN3A,ZFP961
SIN3A,HIPK2
SIN3A,SLC25A1
SIN3A,OAT
SIN3A,SEC62
SIN3A,WDR1
SIN3A,RANGRF
SIN3A,SLC44A1
SIN3A,MAT2A
SIN3A,SLC2A3
SIN3A,RAMP2
SIN3A,PRODH
SIN3A,MSH6
SIN3A,GNAS
SIN3A,FAM234A
SIN3A,ASS1
SIN3A,SUCLG2
SIN3A,RTN3
SIN3A,GLUD1
SIN3A,PITPNC1
SIN3A,GALNT2
SIN3A,PTP4A1
SIN3A,PANX1
SIN3A,ABHD16A
SIN3A,PARVB
SIN3A,KDM3A
SIN3A,PIEZO1
SIN3A,ARFGEF1
SIN3A,SLC39A1
SIN3A,RAN
SIN3A,GLB1
SIN3A,RNPEP
SIN3A,PTBP3
SIN3A,AMPD2
SIN3A,RPL14
SIN3A,FOXO3
SIN3A,SAR1A
SIN3A,EZH2
SIN3A,UAP1
SIN3A,PPFIBP1
SIN3A,PYCR1
SIN3A,TNK2
SIN3A,SLC19A2
SIN3A,PLTP
SIN3A,IQSEC1
SIN3A,UBE2S
SIN3A,SGK1
SIN3A,RIF1
SIN3A,DNAJC3
SIN3A,MGST3
SIN3A,CST3
SIN3A,FANCA
SIN3A,RAB11A
SIN3A,AARS
SIN3A,UBE2D1
SIN3A,BTG2
SIN3A,ALDH9A1
SIN3A,CCDC50
SIN3A,MSL3
SIN3A,FKBP4
SIN3A,UHRF2
SIN3A,RHOB
SIN3A,PIK3R1
SIN3A,SLC39A7
SIN3A,PNP
SIN3A,GNG5
SIN3A,IMPAD1
SIN3A,PHF20
SIN3A,LPCAT3
SIN3A,POLD2
SIN3A,SUZ12
SIN3A,EP300
SIN3A,ACADM
SIN3A,SMAD7
SIN3A,GLS
SIN3A,EED
SIN3A,SET
SIN3A,RPL27A
SIN3A,PARK7
SIN3A,DSTN
SIN3A,DAP
SIN3A,ARF1
SIN3A,PKM
SIN3A,AGPAT2
SIN3A,DHCR7
SIN3A,RIMKLB
SIN3A,NAP1L1
SIN3A,CTBP2
SIN3A,SETD7
SIN3A,DNAJC10
SIN3A,RCN1
SIN3A,RUSC2
SIN3A,TUBB6
SIN3A,SOCS2
SIN3A,FKBP11
SIN3A,ETV5
SIN3A,APP
SIN3A,4930402H24RIK
SIN3A,KAT6B
SIN3A,FUBP1
SIN3A,ETV4
SIN3A,LLGL2
SIN3A,LAMP2
SIN3A,SYNGR2
SIN3A,TM9SF3
SIN3A,SUN1
SIN3A,HMGCS1
SIN3A,MFGE8
SIN3A,ARHGEF2
SIN3A,LPCAT4
SIN3A,GLRX
SIN3A,FIGNL1
SIN3A,SMYD2
SIN3A,ARPC1B
SIN3A,SNX10
SIN3A,SNAI1
SIN3A,NFYA
SIN3A,LATS2
SIN3A,TRIM24
SIN3A,IER3IP1
SIN3A,LRPAP1
SIN3A,LBR
SIN3A,SDCBP
SIN3A,FRMD4A
SIN3A,SLC25A4
SIN3A,TPM4
SIN3A,TMTC4
SIN3A,CYSTM1
SIN3A,BTG1
SIN3A,NCOR1
SIN3A,PLXNA1
SIN3A,SLC25A22
SIN3A,TRIM28
SIN3A,MYL6
SIN3A,SLC12A4
SIN3A,FNDC3B
SIN3A,ZBTB44
SIN3A,FNBP1
SIN3A,CTSL
SIN3A,CBL
SIN3A,TRIM2
SIN3A,HMCES
SIN3A,ABHD5
SIN3A,TEX264
SIN3A,TERF1
SIN3A,SLC16A1
SIN3A,LDB1
SIN3A,FBRSL1
SIN3A,CD63
SIN3A,CAMK2D
SIN3A,MAP3K5
SIN3A,SSR3
SIN3A,CPNE1
SIN3A,SPRY4
SIN3A,NKTR
SIN3A,NR2F6
SIN3A,UTP14A
SIN3A,HIST1H2BR
SIN3A,RBMS1
SIN3A,P3H4
SIN3A,BCL2L11
SIN3A,SPTSSA
SIN3A,GRK6
SIN3A,DEK
SIN3A,TANGO2
SIN3A,DDIT3
SIN3A,ARPC2
SIN3A,B4GALT1
SIN3A,ITM2B
SIN3A,SEC24B
SIN3A,KCTD10
SIN3A,TRAF4
SIN3A,SMAD2
SIN3A,FKBP9
SIN3A,TFG
SIN3A,VAMP8
SIN3A,PODXL
SIN3A,KPNA4
SIN3A,ACTG1
SIN3A,GNA12
SIN3A,PSME2
SIN3A,XAF1
SIN3A,HEXB
SIN3A,SEC24D
SIN3A,MYC
SIN3A,PHLDA3
SIN3A,RAPH1
SIN3A,ICAM1
SIN3A,TTC39B
SIN3A,HSPA8
SIN3A,HPCAL1
SIN3A,SPNS2
SIN3A,ZFP36L1
SIN3A,GNPTAB
SIN3A,LITAF
SIN3A,GTF2I
SIN3A,UBC
SIN3A,SLC25A5
SIN3A,PGAM1
SIN3A,MEPCE
SIN3A,RGS19
SIN3A,SLC17A9
SIN3A,CD151
SIN3A,SRXN1
SIN3A,TRAM1
SIN3A,FRRS1
SIN3A,RRBP1
SIN3A,NUCKS1
SIN3A,ID2
SIN3A,TUBA1B
SIN3A,EMC8
SIN3A,PIPOX
SIN3A,PDIA5
SIN3A,HIST1H3H
SIN3A,TGIF1
SIN3A,REV1
SIN3A,TNS1
SIN3A,COTL1
SIN3A,B2M
SIN3A,BCAT1
SIN3A,HOPX
SIN3A,CHST15
SIN3A,SRSF3
SIN3A,DUSP6
SIN3A,MT1
SIN3A,AHSA2
SIN3A,ABCC1
SIN3A,TRIM8
SIN3A,EHMT2
SIN3A,KDELR1
SIN3A,UBTF
SIN3A,ALDH2
SIN3A,MSI2
SIN3A,BEND5
SIN3A,DST
SIN3A,LPCAT1
SIN3A,IGFBP2
SIN3A,NLGN2
SIN3A,CDS2
SIN3A,SLC6A6
SIN3A,RFFL
SIN3A,RCOR2
SIN3A,ITGAV
SIN3A,TXNDC12
SIN3A,TUBA4A
SIN3A,LRRC58
SIN3A,SINHCAF
SIN3A,ARHGAP17
SIN3A,EXT2
SIN3A,PLEKHF2
SIN3A,STARD3NL
SIN3A,MYO6
SIN3A,P3H1
SIN3A,VANGL1
SIN3A,RASSF1
SIN3A,ME1
SIN3A,BAG2
SIN3A,ATP13A3
SIN3A,MAN1A2
SIN3A,SLC12A7
SIN3A,TMEM263
SIN3A,HEBP1
SIN3A,FAM102A
SIN3A,SYNE2
SIN3A,VEGFA
SIN3A,H2AFZ
SIN3A,PDGFRA
SIN3A,LTBP4
SIN3A,GRAMD1A
SIN3A,KLF2
SIN3A,HIST1H2BL
SIN3A,HIST1H2AI
SIN3A,FKBP5
SIN3A,BCAR3
SIN3A,ASNS
SIN3A,CTSC
SIN3A,LGR4
SIN3A,LAMB2
SIN3A,SLC16A6
SIN3A,ANXA4
SIN3A,CMIP
SIN3A,TUBB2B
SIN3A,NELFCD
SIN3A,UPP1
SIN3A,ITPK1
SIN3A,HIST1H1D
SIN3A,COX7A1
SIN3A,SEPT9
SIN3A,CENPV
SIN3A,RIC1
SIN3A,KAT2B
SIN3A,GPRC5C
SIN3A,CTTN
SIN3A,CTSB
SIN3A,HIST1H2BN
SIN3A,HIST1H2AK
SIN3A,MYL4
SIN3A,SDC4
SIN3A,LAPTM5
SIN3A,CAT
SIN3A,MOV10
SIN3A,UCHL1
SIN3A,PLAUR
SIN3A,ELOVL6
SIN3A,CRTAP
SIN3A,SLC7A7
SIN3A,SEMA6A
SIN3A,CAMSAP3
SIN3A,PTPN6
SIN3A,LDLRAP1
SIN3A,R3HDM2
SIN3A,TAGLN2
SIN3A,LIMA1
SIN3A,EFNA4
SIN3A,ARHGAP29
SIN3A,LMAN1
SIN3A,CSTB
SIN3A,5031439G07RIK
SIN3A,KLC1
SIN3A,USP46
SIN3A,LIPG
SIN3A,TUBB2A
SIN3A,TMEM256
SIN3A,PTPN14
SIN3A,MKRN1
SIN3A,SRI
SIN3A,RETREG1
SIN3A,UBE2E1
SIN3A,CLN6
SIN3A,TEAD1
SIN3A,SLC39A8
SIN3A,ADAM15
SIN3A,PYCR2
SIN3A,LYN
SIN3A,ZFP710
SIN3A,GPX4
SIN3A,ETNK1
SIN3A,CRTC3
SIN3A,PTMS
SIN3A,MVP
SIN3A,CYBA
SIN3A,HMGA1B
SIN3A,HMGA1
SIN3A,ID3
SIN3A,ANXA2
SIN3A,DMTN
SIN3A,STK38
SIN3A,LRP2
SIN3A,HIST1H2AF
SIN3A,GGTA1
SIN3A,SNAP23
SIN3A,ITGA6
SIN3A,HIST1H2AB
SIN3A,PVR
SIN3A,ATRX
SIN3A,CHIC2
SIN3A,SESN2
SIN3A,CBFA2T2
SIN3A,PLSCR1
SIN3A,METTL27
SIN3A,MGA
SIN3A,TPI1
SIN3A,GABARAPL1
SIN3A,MPZL2
SIN3A,MAPK3
SIN3A,CPEB2
SIN3A,BCLAF3
SIN3A,MAPKAPK3
SIN3A,L3MBTL3
SIN3A,PRKCZ
SIN3A,MYH9
SIN3A,ISYNA1
SIN3A,GLIPR2
SIN3A,4932438A13RIK
SIN3A,ADGRE5
SIN3A,GNG10
SIN3A,FAM107B
SIN3A,FHOD1
SIN3A,MLLT6
SIN3A,JAM2
SIN3A,CTNNAL1
SIN3A,FABP3
SIN3A,PDGFA
SIN3A,TMEM9
SIN3A,PCOLCE2
SIN3A,TMEM62
SIN3A,SHKBP1
SIN3A,ZDHHC18
SIN3A,TCEAL9
SIN3A,FLNB
SIN3A,ELF3
SIN3A,SFMBT2
SIN3A,NPTN
SIN3A,AMOTL2
SIN3A,QSOX1
SIN3A,APOBEC3
SIN3A,RREB1
SIN3A,ZBTB38
SIN3A,SELENOM
SIN3A,PRDX4
SIN3A,PLEKHA1
SIN3A,DHTKD1
SIN3A,CREB3L2
SIN3A,ETL4
SIN3A,GREB1L
SIN3A,ATP6AP1
SIN3A,GFPT2
SIN3A,GSE1
SIN3A,LAPTM4B
SIN3A,FAM169A
SIN3A,ADAM19
SIN3A,LRRK1
SIN3A,LRRC8D
SIN3A,TRIM59
SIN3A,F3
SIN3A,PHF21A
SIN3A,SLC39A14
SIN3A,FN1
SIN3A,SEPT1
SIN3A,RFXAP
SIN3A,PLK2
SIN3A,CDKN1A
SIN3A,MTUS1
SIN3A,DAB2
SIN3A,AGPAT4
SIN3A,SORD
SIN3A,ALG13
SIN3A,GGCX
SIN3A,IRF2BPL
SIN3A,MROH1
SIN3A,ECH1
SIN3A,TFCP2L1
SIN3A,STXBP5
SIN3A,COMMD3
SIN3A,TDH
SIN3A,1700019D03RIK
SIN3A,SNX7
SIN3A,SLC9A6
SIN3A,ETS1
SIN3A,MOB3B
SIN3A,MME
SIN3A,EML1
SIN3A,ZYX
SIN3A,HIST1H1B
SIN3A,SFRP1
SIN3A,EZR
SIN3A,RND3
SIN3A,USP9X
SIN3A,SMTNL2
SIN3A,IGF2R
SIN3A,ECPAS
SIN3A,EGR1
SIN3A,UBL4A
SIN3A,PFKP
SIN3A,STARD4
SIN3A,RANBP17
SIN3A,CHN2
SIN3A,ADGRA2
SIN3A,NISCH
SIN3A,BSG
SIN3A,MORF4L2
SIN3A,TIMP2
SIN3A,ULK1
SIN3A,NOTCH1
SIN3A,MAN1A
SIN3A,TYRO3
SIN3A,ZFP644
SIN3A,RARG
SIN3A,TLE1
SIN3A,NRG2
SIN3A,LY75
SIN3A,DPF1
SIN3A,TCEA3
SIN3A,DDA1
SIN3A,RRAS2
SIN3A,STC2
SIN3A,IFITM2
SIN3A,PGRMC1
SIN3A,LSR
SIN3A,ALDOC
SIN3A,DENND2C
SIN3A,GRTP1
SIN3A,ARHGEF40
SIN3A,PLXNB2
SIN3A,RPS6KA1
SIN3A,GRINA
SIN3A,RENBP
SIN3A,FUT8
SIN3A,RAB3IL1
SIN3A,SMS
SIN3A,PTPRG
SIN3A,NRF1
SIN3A,RYBP
SIN3A,P3H2
SIN3A,FERMT2
SIN3A,TGFBR3
SIN3A,ALPL
SIN3A,KLF3
SIN3A,FURIN
SIN3A,HIST1H2AG
SIN3A,EIF4G3
SIN3A,EFEMP2
SIN3A,MYMX
SIN3A,SSR4
SIN3A,SERPINH1
SIN3A,TCF15
SIN3A,PLOD2
SIN3A,KAZN
SIN3A,SLC39A4
SIN3A,PYCARD
SIN3A,LRRC8C
SIN3A,ANKRD33B
SIN3A,ZFP57
SIN3A,NDE1
SIN3A,UGCG
SIN3A,ANP32B
SIN3A,PLOD1
SIN3A,FAM114A1
SIN3A,ZSCAN10
SIN3A,LGMN
SIN3A,PRPS1
SIN3A,LTBR
SIN3A,CDC42EP1
SIN3A,CPT1A
SIN3A,PWWP2B
SIN3A,KLF4
SIN3A,ATN1
SIN3A,CCSER1
SIN3A,F2R
SIN3A,ATP8B2
SIN3A,ARHGAP21
SIN3A,RAB34
SIN3A,STARD10
SIN3A,TM7SF3
SIN3A,SPINT1
SIN3A,KLF6
SIN3A,DCBLD1
SIN3A,SORL1
SIN3A,PCYT1B
SIN3A,CSRP2
SIN3A,TSPAN9
SIN3A,MYO1C
SIN3A,MAGT1
SIN3A,CLCN5
SIN3A,S100A11
SIN3A,MTCL1
SIN3A,CUL7
SIN3A,AP2A2
SIN3A,RAI14
SIN3A,DTX3
SIN3A,ZFP985
SIN3A,ABCG2
SIN3A,SOAT1
SIN3A,PLEKHA7
SIN3A,PTMA
SIN3A,PFN1
SIN3A,MAP3K1
SIN3A,SHROOM3
SIN3A,POU5F1
SIN3A,FGFR3
SIN3A,CTSZ
SIN3A,NUP210
SIN3A,GDPD5
SIN3A,SPRY2
SIN3A,CERS4
SIN3A,SNX2
SIN3A,RUNX1
SIN3A,WWTR1
SIN3A,HIST1H2BF
SIN3A,CD9
SIN3A,HIP1
SIN3A,CARMIL1
SIN3A,SPATA13
SIN3A,MTMR11
SIN3A,LY6E
SIN3A,TRIM6
SIN3A,FBXO2
SIN3A,VSIR
SIN3A,VIM
SIN3A,TCEAL8
SIN3A,ENAH
SIN3A,ESRP2
SIN3A,EPHA2
SIN3A,BNIP3
SIN3A,ETV1
SIN3A,CAR2
SIN3A,LAMA5
SIN3A,EPHB3
SIN3A,PDLIM1
SIN3A,ANK
SIN3A,TNFRSF10B
SIN3A,BMI1
SIN3A,BCL3
SIN3A,FAM129B
SIN3A,CALD1
SIN3A,MBNL2
SIN3A,ECHDC2
SIN3A,B3GNT5
SIN3A,COBL
SIN3A,CERS6
SIN3A,NRG1
SIN3A,ARF5
SIN3A,SLC50A1
SIN3A,GNAI2
SIN3A,HOOK1
SIN3A,AQP3
SIN3A,CSNK1E
SIN3A,CISD3
SIN3A,CCND1
SIN3A,RASGRP2
SIN3A,LIFR
SIN3A,ZFP936
SIN3A,RBM47
SIN3A,ADGRA3
SIN3A,OPLAH
SIN3A,DBN1
SIN3A,SATB2
SIN3A,PPIC
SIN3A,CEMIP
SIN3A,ZFP704
SIN3A,CEP170B
SIN3A,S100A6
SIN3A,EMP2
SIN3A,LGALS3
SIN3A,TNS3
SIN3A,TENM4
SIN3A,BNC2
SIN3A,NOTCH4
SIN3A,FGF4
SIN3A,GCNT1
SIN3A,DKC1
SIN3A,RNF157
SIN3A,RBPMS2
SIN3A,PCOLCE
SIN3A,LAMA1
SIN3A,WFDC2
SIN3A,SHF
SIN3A,H1F0
SIN3A,USP7
SIN3A,ZFP423
SIN3A,FHDC1
SIN3A,SH3PXD2B
SIN3A,SAT1
SIN3A,NIPSNAP1
SIN3A,HIST1H1A
SIN3A,NAA10
SIN3A,TET1
SIN3A,RBBP7
SIN3A,CITED1
SIN3A,CAR12
SIN3A,CKAP4
SIN3A,PIR
SIN3A,CCN2
SIN3A,TCIRG1
SIN3A,WNT11
SIN3A,LAMC2
SIN3A,GSTA4
SIN3A,CAPN2
SIN3A,APLP1
SIN3A,ST5
SIN3A,PPP1R9A
SIN3A,HMGA2
SIN3A,TPD52
SIN3A,NDRG4
SIN3A,INTS6L
SIN3A,PLS3
SIN3A,RLIM
SIN3A,AMT
SIN3A,DPYSL3
SIN3A,NID2
SIN3A,NEDD4
SIN3A,RHPN1
SIN3A,ELAVL2
SIN3A,FLRT3
SIN3A,SMIM1
SIN3A,CHCHD10
SIN3A,CACHD1
SIN3A,IFI30
SIN3A,ARHGEF28
SIN3A,KIT
SIN3A,BEX3
SIN3A,KRT8
SIN3A,FGFR4
SIN3A,COBLL1
SIN3A,STX3
SIN3A,DPPA2
SIN3A,MAP4K4
SIN3A,HSPB1
SIN3A,ST3GAL6
SIN3A,RAP1GAP
SIN3A,NPL
SIN3A,COL4A2
SIN3A,COL4A1
SIN3A,SLC6A8
SIN3A,EVA1A
SIN3A,GABBR1
SIN3A,KDELR3
SIN3A,CDH1
SIN3A,OBSL1
SIN3A,MSANTD3
SIN3A,ITGA9
SIN3A,TMEM144
SIN3A,HSPG2
SIN3A,HTRA1
SIN3A,GJB3
SIN3A,SIX1
SIN3A,PCDH19
SIN3A,MSC
SIN3A,TRH
SIN3A,MCAM
SIN3A,BCAM
SIN3A,ADAM23
SIN3A,CTDSPL
SIN3A,B4GALT5
SIN3A,FBXO15
SIN3A,MRAS
SIN3A,LIMCH1
SIN3A,FNDC4
SIN3A,TINAGL1
SIN3A,LOXL2
SIN3A,EPS8
SIN3A,CKMT1
SIN3A,PRKAA2
SIN3A,ARAP2
SIN3A,ARHGEF5
SIN3A,AMOTL1
SIN3A,NID1
SIN3A,ZFP991
SIN3A,MVB12B
SIN3A,SLC4A2
SIN3A,PTH1R
SIN3A,RPP25
SIN3A,RHPN2
SIN3A,LDHB
SIN3A,SERPINB6C
SIN3A,FST
SIN3A,TCF7L2
SIN3A,IP6K2
SIN3A,FSCN1
SIN3A,GLDC
SIN3A,EDA2R
SIN3A,NSMAF
SIN3A,AU018091
SIN3A,ARHGAP28
SIN3A,CNN3
SIN3A,DRAM1
SIN3A,P4HA2
SIN3A,CPM
SIN3A,APOE
SIN3A,PXDN
SIN3A,RNPEPL1
SIN3A,SLCO3A1
SIN3A,BEX4
SIN3A,LAD1
SIN3A,ZFPM1
SIN3A,CLIC1
SIN3A,PATJ
SIN3A,EPAS1
SIN3A,STAG3
SIN3A,SERPINE2
SIN3A,IFITM1
SIN3A,KANK3
SIN3A,RRAGD
SIN3A,PHF6
SIN3A,UBQLN2
SIN3A,PLAT
SIN3A,NANOG
SIN3A,FNDC3A
SIN3A,PARVA
SIN3A,PROS1
SIN3A,TBX3
SIN3A,EPS8L2
SIN3A,ZFP462
SIN3A,CDH6
SIN3A,MDK
SIN3A,FGD1
SIN3A,PHLDB2
SIN3A,KCNQ5
SIN3A,BMPER
SIN3A,SERPING1
SIN3A,CBX7
SIN3A,GLI2
SIN3A,TUBB3
SIN3A,2200002D01RIK
SIN3A,MICAL2
SIN3A,TGM1
SIN3A,FXYD6
SIN3A,FGF10
SIN3A,MID1IP1
SIN3A,FBLIM1
SIN3A,SPP1
SIN3A,PCSK6
SIN3A,NOTUM
SIN3A,L1TD1
SIN3A,FOXH1
SIN3A,ZFP980
SIN3A,DKK1
SIN3A,BEX1
SIN3A,FGF3
SIN3A,ANP32A
SIN3A,ZFP42
SIN3A,KLHL22
SIN3A,ATP1B1
SIN3A,PCBD1
SIN3A,LY6G6E
SIN3A,PEG3
SIN3A,TIMP3
SIN3A,TCL1
SIN3A,SLC7A3
SIN3A,TCAF1
SIN3A,GPX3
SIN3A,COL18A1
SIN3A,CKB
SIN3A,GHR
SIN3A,BASP1
SIN3A,PLCB4
SIN3A,GATA4
SIN3A,NR5A2
SIN3A,KCNK1
SIN3A,AKAP2
SIN3A,CLMP
SIN3A,RPL10L
SIN3A,MPP1
SIN3A,ADORA1
SIN3A,WNK2
SIN3A,MYO5B
SIN3A,AKAP12
SIN3A,SLC44A3
SIN3A,DMD
SIN3A,MORC4
SIN3A,UTF1
SIN3A,GALNT3
SIN3A,DDAH1
SIN3A,ZFP532
SIN3A,FOXQ1
SIN3A,GAS6
SIN3A,DUSP9
SIN3A,NAV1
SIN3A,TIMP1
SIN3A,MYCN
SIN3A,SPOCK1
SIN3A,MPDZ
SIN3A,BMP2
SIN3A,EPHA4
SIN3A,CHD7
SIN3A,TGFBI
SIN3A,PEG10
SIN3A,DSP
SIN3A,SOX2
SIN3A,NEFL
SIN3A,HSF2BP
SIN3A,NODAL
SIN3A,LRRC2
SIN3A,HS3ST1
SIN3A,TDGF1
SIN3A,SAP25
SIN3A,ARHGAP8
SIN3A,KRT19
SIN3A,SNURF
SIN3A,SNRPN
SIN3A,ZFP990
SIN3A,PRSS35
SIN3A,MAGED2
SIN3A,ST6GALNAC2
SIN3A,ERAS
SIN3A,LAMB1
SIN3A,ILDR1
SIN3A,CMKLR1
SIN3A,NR0B1
SIN3A,KLHL13
SIN3A,RTN1
SIN3A,EGFLAM
SIN3A,ESRRB
SIN3A,ZFP979
SIN3A,VCAN
SIN3A,LEFTY1
SIN3A,SOX7
SIN3A,COL27A1
SIN3A,KRT42
SIN3A,KHDC3
SIN3A,STARD8
SIN3A,TNK1
SIN3A,WLS
SIN3A,CRYBG2
SIN3A,DCAF12L1
SIN3A,LEFTY2
SIN3A,ZIC3
SIN3A,CALCOCO2
SMAD2,CHST15
SMAD2,LGR4
SMAD2,LEFTY1
SMAD2,SMAD7
SMAD2,MTF2
SMAD2,CLTC
SMAD2,NANOG
SMAD2,GNB2
SMAD2,CCN2
SMAD2,SFI1
SMAD2,SHISA5
SMAD2,UCKL1
SMAD2,CALM2
SMAD2,POU5F1
SMAD2,MARCH8
SMAD2,ABCG2
SMAD2,LAMA5
SMAD2,UPP1
SMAD2,PHC1
SMAD2,RDM1
SMAD2,HSP90AB1
SMAD2,RIF1
SMAD2,KMT2C
SMAD2,ODC1
SMAD2,USP3
SMAD2,MSC
SMAD2,RBPJ
SMAD2,CALM1
SMAD2,DHX32
SMAD2,KRT8
SMAD2,REV1
SMAD2,TRIM59
SMAD2,KLF10
SMAD2,ERF
SMAD2,ZBTB44
SMAD2,GADD45G
SMAD2,RCOR2
SMAD2,SMIM1
SMAD2,SUN1
SMAD2,PNP
SMAD2,MYC
SMAD2,KDM5B
SMAD2,GNG5
SMAD2,SPRY2
SMAD2,SLC39A13
SMAD2,TCN2
SMAD2,BANP
SMAD2,ABHD5
SMAD2,GJA1
SMAD2,GSE1
SMAD2,EIF4A2
SMAD2,CDKN1A
SMAD2,INSIG1
SMAD2,BRAF
SMAD2,IRF2BPL
SMAD2,DDOST
SMAD2,HIST1H4K
SMAD2,1700019D03RIK
SMAD2,LRRC59
SMAD2,P4HA1
SMAD2,NEDD4
SMAD2,FAM169A
SMAD2,PKM
SMAD2,LAMP1
SMAD2,GLUD1
SMAD2,ATP6V0D1
SMAD2,CDC16
SMAD2,PIM1
SMAD2,SEMA6A
SMAD2,RTN4
SMAD2,RHPN2
SMAD2,KLF4
SMAD2,RAPH1
SMAD2,CD63
SMAD2,PHIP
SMAD2,SOCS2
SMAD2,SIRT1
SMAD2,AP1AR
SMAD2,GORASP2
SMAD2,ADGRL1
SMAD2,ETV1
SMAD2,HIST1H2AC
SMAD2,STK38
SMAD2,NAT10
SMAD2,VILL
SMAD2,MAGI1
SMAD2,GNE
SMAD2,PDIA3
SMAD2,TCF12
SMAD2,KLF3
SMAD2,RBM47
SMAD2,CHEK1
SMAD2,ATG16L2
SMAD2,PTOV1
SMAD2,IFITM1
SMAD2,FBLIM1
SMAD2,ISY1
SMAD2,SREBF1
SMAD2,USP10
SMAD2,ILK
SMAD2,ELAVL2
SMAD2,BCL2L11
SMAD2,TRMT2A
SMAD2,TM9SF3
SMAD2,PTP4A1
SMAD2,RETREG2
SMAD2,CNPPD1
SMAD2,WARS
SMAD2,BCAM
SMAD2,TMEM39A
SMAD2,SLC7A6
SMAD2,NDRG1
SMAD2,PIPOX
SMAD2,TCF4
SMAD2,HIPK2
SMAD2,UBA2
SMAD2,SLC38A2
SMAD2,TUBA1B
SMAD2,LRP2
SMAD2,CDIPT
SMAD2,OST4
SMAD2,MAPK3
SMAD2,HSP90AA1
SMAD2,BCAR3
SMAD2,GPN3
SMAD2,SET
SMAD2,AMOTL2
SMAD2,HIST1H2BL
SMAD2,HIST1H2AI
SMAD2,DNMT3A
SMAD2,CDC42SE2
SMAD2,DLGAP4
SMAD2,PHF21A
SMAD2,P4HB
SMAD2,TXNIP
SMAD2,LRRN4
SMAD2,ZFP568
SMAD2,HMGN2
SMAD2,SEC24B
SMAD2,IFRD1
SMAD2,MSMO1
SMAD2,ITGB1
SMAD2,PITHD1
SMAD2,JMJD1C
SMAD2,IKBIP
SMAD2,APAF1
SMAD2,HIST1H1D
SMAD2,ARF4
SMAD2,SLC16A1
SMAD2,CRIP2
SMAD2,MPHOSPH8
SMAD2,TRAM1
SMAD2,FKBP5
SMAD2,DMTN
SMAD2,CC2D1B
SMAD2,AMDHD2
SMAD2,PIM3
SMAD2,CCND3
SMAD2,NUF2
SMAD2,GFPT2
SMAD2,CDH1
SMAD2,SLC25A40
SMAD2,DBF4
SMAD2,MPRIP
SMAD2,TDGF1
SMAD2,BTG2
SMAD2,KDM3A
SMAD2,PLEKHA1
SMAD2,ARPC5
SMAD2,FBRSL1
SMAD2,CITED2
SMAD2,FBXO5
SMAD2,EED
SMAD2,SEC61A1
SMAD2,HIST1H2BR
SMAD2,RASSF1
SMAD2,CYSTM1
SMAD2,TXNDC12
SMAD2,RFFL
SMAD2,SEC22B
SMAD2,NRF1
SMAD2,TFRC
SMAD2,POLE4
SMAD2,TUBB6
SMAD2,KNL1
SMAD2,PLEKHF2
SMAD2,TCEA3
SMAD2,CLCN6
SMAD2,SYNJ1
SMAD2,STARD3NL
SMAD2,CRYBG2
SMAD2,STMN1
SMAD2,ITM2B
SMAD2,PSAP
SMAD2,LPCAT3
SMAD2,TTC7
SMAD2,CBL
SMAD2,LRRC1
SMAD2,COPG1
SMAD2,MAT2A
SMAD2,DEK
SMAD2,MAP3K1
SMAD2,ZDHHC18
SMAD2,PREP
SMAD2,SENP3
SMAD2,MME
SMAD2,CALD1
SMAD2,ERP29
SMAD2,HSPA4
SMAD2,RRAGC
SMAD2,SPINT1
SMAD2,ASPSCR1
SMAD2,SLC25A39
SMAD2,KLC1
SMAD2,PATJ
SMAD2,SOX2
SMAD2,ETL4
SMAD2,ABHD4
SMAD2,FABP3
SMAD2,ARPC2
SMAD2,RPL5
SMAD2,H2AFX
SMAD2,MANF
SMAD2,FHDC1
SMAD2,PGAM1
SMAD2,CCNB1
SMAD2,SERP1
SMAD2,HIST1H3G
SMAD2,AP2A2
SMAD2,USP9X
SMAD2,CIAPIN1
SMAD2,POLG
SMAD2,VARS
SMAD2,FOXH1
SMAD2,CCDC9
SMAD2,WASHC2
SMAD2,MFSD1
SMAD2,GNPDA1
SMAD2,TSPAN4
SMAD2,GLUL
SMAD2,POFUT2
SMAD2,ATP13A3
SMAD2,TMTC4
SMAD2,APLP1
SMAD2,HIST1H2BK
SMAD2,FNDC3B
SMAD2,BNIP3
SMAD2,LIMA1
SMAD2,SPP1
SMAD2,ARHGAP32
SMAD2,PA2G4
SMAD2,STAG3
SMAD2,TEAD1
SMAD2,RRP1B
SMAD2,CHCHD7
SMAD2,HOOK1
SMAD2,MAPKAPK2
